# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = W3_SimpleBernoulli_logodds_model
# start_datetime = 2024-02-26 09:55:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/KERESZ~1/AppData/Local/Temp/RtmpET6GqC/standata-44ac464012a2.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_SimpleBernoulli_logodds-202402261055-1-851e48.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/Kereszt Alina/Documents/GitHub/st8_ACM_assign2/simmodels/W3_SimpleBernoulli_logodds-profile-202402261055-1-166edb.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=W3_SimpleBernoulli_logodds_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.396718
# Diagonal elements of inverse mass matrix:
# 0.0589427
-61.9859,0.998914,0.396718,2,3,0,61.991,1.41981
-62.0644,0.997369,0.396718,2,3,0,62.0681,1.4528
-61.9011,0.992594,0.396718,2,5,0,62.3798,1.36277
-61.8812,0.999754,0.396718,2,5,0,61.9142,1.31759
-61.9469,0.955541,0.396718,3,7,0,63.5138,1.39873
-61.9232,0.994959,0.396718,2,7,0,62.1581,1.25605
-62.5,0.957198,0.396718,2,7,0,63.3224,1.56758
-62.5891,0.943285,0.396718,2,7,0,65.3075,1.06498
-62.6393,0.997222,0.396718,1,1,0,62.6582,1.05634
-62.7484,0.993932,0.396718,1,1,0,62.7556,1.03851
-62.7126,1,0.396718,1,1,0,62.7766,1.04422
-62.0175,1,0.396718,3,7,0,62.7177,1.20612
-61.8817,0.998748,0.396718,2,7,0,62.0766,1.31181
-62.2897,0.982041,0.396718,3,7,0,62.6371,1.12502
-62.2197,1,0.396718,1,1,0,62.2864,1.14213
-62.2511,0.999442,0.396718,2,3,0,62.2576,1.13426
-62.4107,0.993823,0.396718,2,3,0,62.4537,1.09867
-61.8822,0.993001,0.396718,2,5,0,62.7365,1.32892
-61.8822,0.999992,0.396718,3,7,0,61.8828,1.32902
-62.5635,0.968075,0.396718,2,7,0,63.0039,1.06953
-62.4869,0.997716,0.396718,2,3,0,62.6791,1.08366
-62.1999,1,0.396718,3,7,0,62.4853,1.14731
-62.6615,0.974317,0.396718,2,5,0,63.2902,1.59898
-62.051,0.979506,0.396718,1,3,0,63.4886,1.44775
-62.0781,0.998781,0.396718,1,1,0,62.0786,1.45775
-62.2662,0.973056,0.396718,2,5,0,63.3472,1.13058
-63.0506,0.9422,0.396718,1,3,0,63.6081,0.994512
-62.1434,0.999365,0.396718,3,7,0,63.1098,1.16305
-62.1755,0.998302,0.396718,1,1,0,62.1787,1.15391
-61.9211,0.986995,0.396718,1,3,0,62.5705,1.2576
-61.9323,0.994872,0.396718,2,5,0,62.1175,1.38921
-62.1276,0.992373,0.396718,2,5,0,62.2407,1.16776
-62.5659,0.93964,0.396718,2,5,0,64.255,1.58082
-61.9627,0.981926,0.396718,2,7,0,63.6145,1.23151
-62.1492,0.990174,0.396718,2,7,0,62.3072,1.16137
-62.8795,0.941356,0.396718,1,3,0,63.5456,1.01857
